Service,Description,Micro Category,Macro Category,Service Category,Discounted Price,Original Price,Location,Hours,Discounted?
Exfoliating Scrub,,Other,Add-on,Nails,,5,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Clip Nails,,Other,Add-on,Nails,,5,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Sea Salt Scrub,,Other,Add-on,Hair Removal,,6,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,40+,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,15,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Nose,,Nose,Men's Waxing,Hair Removal,,25,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Men's Waxing - Nose,,Nose,Men's Waxing,Hair Removal,,15,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,40+,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Threading - Neck,,Neck,Threading,Hair Removal,,25,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Neck ,,Neck,Men's Waxing,Hair Removal,,20,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,45,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Artificial Nails Removal,,Other,Add-on,Nails,,46,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Opi Infinite Shine,,Other,Add-on,Nails,,5,Zaza Nail and Wine Lounge,"Mon 11am-7pm, Tues-Sat 10am-7pm, Sun 10am-6pm",FALSE
Nail Fix (each),,Nail Repair,Add-on,Nails,,3,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Nail Repair (per nail),,Nail Repair,Add-on,Nails,,3+,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Nail Repair (per nail),,Nail Repair,Add-on,Nails,,5,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Single Tip (One Nail Fix),,Nail Repair,Add-on,Nails,,10+,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Nail Repair,,Nail Repair,Add-on,Nails,,3+,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Nail Fix,,Nail Repair,Add-on,Nails,,5,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Repair (per nail),,Nail Repair,Add-on,Nails,,5,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Nail Repair (per nail),,Nail Repair,Add-on,Nails,,5,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Nails Fix,,Nail Repair,Add-on,Nails,,3,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Nail Repair,,Nail Repair,Add-on,Nails,,5+,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Nail repair (one),,Nail Repair,Add-on,Hair Removal,,5,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Design 2 for 5 (per finger/toe),,Nail Design,Add-on,Nails,,5,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Design per Nail,,Nail Design,Add-on,Nails,,4,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Art or Stone Design (per nail),,Nail Design,Add-on,Nails,,3,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Nail Designs,,Nail Design,Add-on,Nails,,3+,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
Single Nail Design,,Nail Design,Add-on,Nails,,3,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Designs (2 fingers),,Nail Design,Add-on,Nails,,5,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Design (per nail),,Nail Design,Add-on,Nails,,5,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Nail Art,,Nail Design,Add-on,Nails,,3+,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Design ,,Nail Design,Add-on,Nails,,3,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Shellac Foil/Glitter Design,,Nail Design,Add-on,Nails,,10,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Shellac Glitter/Foil per nail,,Nail Design,Add-on,Nails,,2,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Nail art,,Nail Design,Add-on,Nails,,5+,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Chrome nails,,Nail Design,Add-on,Nails,,20,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Half Moon Nail Design,,Nail Design,Add-on,Nails,,20,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Accent Finger Design,,Nail Design,Add-on,Nails,,10,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Nail Art,,Nail Design,Add-on,Nails,,5+,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Nail Design,,Nail Design,Add-on,Nails,,3+,Nailtastic Salon,Mon-Sat 10am-7pm,FALSE
Designs,,Nail Design,Add-on,Nails,,5+,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Nail art,,Nail Design,Add-on,Nails,,3,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Nail art design ,Includes japanese stickers (per nail),Nail Design,Add-on,Nails,,5,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Nail art,,Nail Design,Add-on,Nails,,5,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Design (per nail),,Nail Design,Add-on,Nails,,3,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Art or Stone Design (per nail),,Nail Design,Add-on,Nails,,5,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Nail Design,,Nail Design,Add-on,Nails,,3,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Nail Art,,Nail Design,Add-on,Nails,,5+,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Simple Design per nail,,Nail Design,Add-on,Nails,,4+,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Detailed Design per nail,,Nail Design,Add-on,Nails,,6+,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Designs,,Nail Design,Add-on,Nails,,3+,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
High Frequency Mini Facial (30 min),"This treatment helps to sanitize and heal, especially skin that is acne prone. ",Acne Facial,Facial,Spa,,45,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Microdermabrasion Facial (60 min),"This powerful treatment provides a thorough exfoliation to resurface the skin, even tones, and refine pores to minimize the appearance of sun damage, scarring, and fine lines. ",Microdermabrasion,Facial,Spa,,165,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Facial Microdermabrasion,,Microdermabrasion,Facial,Spa,,580,Nels Beauty Salon,Mon-Sun 10:30am-7:30pm,FALSE
Vanila L'Orange Pedi,"Complete grooming including butter scrub, warmbuttered finger or toes, mas",Specialty Pedicure,Pedicure,Nails,,40,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Milk & Honey Pedi,Submerge your feet in a warm milk bath with rose petals then exfoliate with milk & honey scrub. This treatment leaves hand and feet silky solf and moiturized. Experience with butter/warm booties.,Specialty Pedicure,Pedicure,Nails,,47,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Deluxe Pedicure,,Specialty Pedicure,Pedicure,Nails,,38,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Classic Manicure,,Base Manicure,Manicure,Nails,,18,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Regular manicure,,Base Manicure,Manicure,Nails,,17,Sugarcoat,"Mon-Fri 10am-7:30pm, Sun 10am-7pm",FALSE
Mani + Pedi Combo,,Base Mani Pedi,Mani Pedi,Nails,41,42,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",TRUE
Mani & Pedi Combo,,Base Mani Pedi,Mani Pedi,Nails,,35,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Vanity Lavender Mani Pedi,Far from a basic service – we’ll offer to clean your ring and place a heated lavender neck wrap on your shoulders to increase relaxation while you experience our signature nail treatment.,Base Mani Pedi,Mani Pedi,Nails,57,62,Vanity Beauty Lounge,Mon-Fri 11am-7pm,TRUE
Gentlemen's Facial (60 min),"A deep cleansing, therapeutic facial designed specifically for the special skin care needs of men. Relaxes the skin as it refines pores. Includes a luxurious massage and deep cleansing masque. ",Men's Facial,Facial,Spa,,120,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Nail art (one),,Nail Design,Add-on,Hair Removal,,5,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Nail Art,,Nail Design,Add-on,Nails,,6+,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Nail Art,,Nail Design,Add-on,Nails,,5,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Massage (10 min),,Massage,Add-on,Nails,,10,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Massage (10 min),,Massage,Add-on,Nails,,12,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Massage (30 min),,Massage,Add-on,Nails,,30,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Massage (10 min),,Massage,Add-on,Nails,,15,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Massage (15 min),,Massage,Add-on,Nails,,20,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Massage (20 min),,Massage,Add-on,Nails,,30,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Shirobhyanga - Indian Head Massage (30 min),"A calming yet energizing scalp massage focusing on vital energy points combined with individually chosen aromatherapy oils. This treatment helps to reduce tension, relieve headaches and calm the emotions of the mind.",Massage,Add-on,Spa,,60,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Hand Massage (10 min),,Massage,Add-on,Nails,,10,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Feet Massage (10 min),,Massage,Add-on,Nails,,10,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Massage 10 min,,Massage,Add-on,Nails,,10,Four Seasons Nail & Spa,"Mon-Sat 9:30am-7:30pm, Sun 9:30AM-6:30pm",FALSE
"Hands, Feet & Shoulder Massage (10 min)",,Massage,Add-on,Nails,,6,Gelous Nails,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
10 min massage,Hands/feet/shoulder/neck,Massage,Add-on,Nails,,10,It's M3 Time Nail Salon,"Mon-Fri 10am-7:30pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Massage (10 min),,Massage,Add-on,Nails,,10,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Massage - 10 Minutes,,Massage,Add-on,Nails,,10,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Hand/foot/shoulder/neck massage (10 min),,Massage,Add-on,Nails,,15,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Hand/foot/shoulder/neck massage (20 min),,Massage,Add-on,Nails,,30,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Hand/foot/shoulder/neck massage (30 min),,Massage,Add-on,Nails,,35,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Hand Massage,Relax and relieve the tension with a warm lotion hand massage for any manicure.,Massage,Add-on,Nails,,10,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Foot Massage,Relax and relieve the tension with a warm lotion hand massage for any pedicure.,Massage,Add-on,Nails,,10,LUX SF,"Sun-Fri 10am-9pm, Sat 10am-7pm",FALSE
Extra Massage (10 min),,Massage,Add-on,Nails,,17,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
Extra Massage (20 min),,Massage,Add-on,Nails,,27,Mizu Spa,"Tues-Thurs 11am-7pm, Fri-Sat 10am-7pm, Sun 10am-6pm",FALSE
"Foot, Neck or Hand Massage (10 minutes)",,Massage,Add-on,Nails,,13,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Massage ,10 min,Massage,Add-on,Nails,,10,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Massage ,10 min,Massage,Add-on,Nails,,10,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Therapeutic Massage (per 10 minutes),,Massage,Add-on,Nails,,18,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Hand Massage,,Massage,Add-on,Nails,,10,Relax Nails,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Foot Massage,,Massage,Add-on,Nails,,10,Relax Nails,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
10-Minute Massage,,Massage,Add-on,Nails,,12,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Neck and Shoulders Massage,,Massage,Add-on,Nails,,15,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Hands/Foot/Shoulder/Neck Massage (10 min),,Massage,Add-on,Nails,,10,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Massage (per 10 minutes),,Massage,Add-on,Nails,,15,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
10 min massage,,Massage,Add-on,Nails,,12,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
15 min massage,,Massage,Add-on,Nails,,18,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
20 min massage,,Massage,Add-on,Nails,,20,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
10 min massage,,Massage,Add-on,Hair Removal,,15,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,45+,Hand Job Spa,"Mon-Sat 10am-8pm, Sun 11am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Basic Manicure + Pedicure,,Base Mani Pedi,Mani Pedi,Nails,,40,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35+,KT Nails,Wed-Mon 10am-7:30pm,FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,70,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Brazilian touch-up,,Brazilian,Waxing,Hair Removal,,40,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,50,Lotus Nail Salon,"Mon-Sat 10am-7:30pm, Sun 10:30am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35+,Mani-Pedi Beauty Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian Bikini,,Brazilian,Waxing,Hair Removal,,35+,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Sugaring - Lower Leg,,Half leg,Sugaring,Hair Removal,,30,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian (All off),,Brazilian,Waxing,Hair Removal,,40,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,40+,Nali Nails & Spa,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Lips Semi-permanent tattoo,,Lips,Semi-permanent makeup,Spa,,338,Nels Beauty Salon,Mon-Sun 10:30am-7:30pm,FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,30+,Oliviana Nail Spa,Mon-Sun 9am-9pm,FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,40+,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35,Pearly Nails,"Mon 10am-7pm, Wed-Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,50,Polish Nail & Beauty Spa,Tues-Sun 10am-7pm,FALSE
Sugaring - Lip,,Lip,Sugaring,Hair Removal,,20,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Sugaring - Chin,,Chin,Sugaring,Hair Removal,,20,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Threading - Lip,,Lip,Threading,Hair Removal,,20,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Brazilian,"Early Bird Discount - Need to make appointment and mention ""Early bird"" for it to apply",Brazilian,Waxing,Hair Removal,40,50+,Polished Nest,"Tues-Fri 11am-4pm, Sat-Sun 10am-1pm",TRUE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,50+,Polished Nest,"Tues-Fri 4pm-7pm, Sat-Sun 1pm-6pm",FALSE
Waxing - Half Brazilian,,Brazilian,Waxing,Hair Removal,,40,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,50,Q Spa,"Mon-Fri 11am-7:30pm, Sat 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35+,Relax Nails,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35+,Richmond Nail Salon,Mon-Sun 10am-7pm,FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,45+,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Waxing - Brazilian Half,,Brazilian,Waxing,Hair Removal,,35+,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Waxing - Brazilian Bare,,Brazilian,Waxing,Hair Removal,,35+,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,45,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Sugaring - Lip,,Lip,Sugaring,Hair Removal,,17,JoJe Nail Spa,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,20+,Silk Day Spa,"Mon-Fri 9:30am-7:30pm, Sat 9am-7pm, Sun 10am-6pm",FALSE
Waxing - Brazilian Bikini,,Brazilian,Waxing,Hair Removal,,40+,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Waxing - Brazilian Virgin,,Brazilian,Waxing,Hair Removal,,50+,Simply Unique Nails,"Mon-Fri 10am-8pm, Sat 10am-7pm, Sun 11am-6:30pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,50+,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,45+,Sweeties Salon,"Wed-Sat 10:30am-7:30pm, Sun 10:30am-7pm, Mon 10:30am-7:30pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,40+,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,45,White Daisy Nail Spa,"Mon-Sat 9am-7pm, Sun 9:30am-6pm",FALSE
Waxing - Brazillian,,Brazilian,Waxing,Hair Removal,,38,Tootsie Toes,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,30,Sutter Nails,"Mon-Sat 9:30am-7:30pm, Sun 9:30am-7pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,60+,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35+,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Brazilian,,Brazilian,Waxing,Hair Removal,,35+,Sugarcoat,"Mon-Fri 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Cheek,,Cheek,Waxing,Hair Removal,,17,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Chest,,Chest,Waxing ,Hair Removal,,35,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,40+,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Waxing- Chest,,Chest,Waxing,Hair Removal,,30+,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,35,Fingertips Nail Salon,Mon - Sat 9:30am-7:30pm,FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,30,Green Spa & Nail,"Mon-Sat 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,35,Haight Street Nails,"Mon-Tues 10:30am-7pm. Wed-Sat 10:30am-7:30pm, Sun 10:30am-6:30pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,45,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,30,Nail Today,"Mon-Sat 9:30am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,30,Pampered Hands Salon,"Mon-Fri 9am-7pm, Sat 10am-5pm ",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,35,Polished Nest,"Tues-Fri 11am-7pm, Sat-Sun 10am-6pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,30+,Rosy Heels,Mon-Sat 9:30am-7pm,FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,30,Sensi Luxury Nails & Spa,"Tues-Thurs 11am-7:30pm, Sat-Sun 10:30am-7pm",FALSE
Airbrush Tanning - Legs,,Leg,Tanning,Spa,,25,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Hydrating Facial,"Perfect for dry/dehydrated skin. Our glycolic peel contains alpha-hydroxy powers to penetrate deep into layers of your skin. Pore extractions, facial massage & soothing hydrating mask.",Hydrating Facial,Facial,Spa,,100,La Petite Nail Shop,"Mon 11am-7pm, Tues 10am-7pm, Wed 11am-7pm, Thurs-Sun 10am-7pm",FALSE
Foot massage (30 min Foot + 40 min Upper Body),,Foot Massage,Massage,Spa,,54,Cascade Nail & Spa,Mon-Sun 10am-10pm,FALSE
Foot Massage with Tibetan Herbal Medicine (10 min Herbal Foot Bath + 40 min Foot + 20 min Upper Body),,Foot Massage,Massage,Spa,,38,Cascade Nail & Spa,Mon-Sun 10am-10pm,FALSE
Foot Massage with Tibetan Herbal Medicine (10 min Herbal Foot Bath + 30 min Foot + 30 min Upper Body),,Foot Massage,Massage,Spa,,43,Cascade Nail & Spa,Mon-Sun 10am-10pm,FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,35,SF Nail Bar,"Tues-Fri 11am-7:30pm, Sat-Sun 10am-7pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,40+,Soubella Nails Spa,Tues-Sun 10am-7:30pm,FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,30,The  Nail Room,"Mon-Fri 10:30am-7pm, Sat-Sun 10am-7pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,50+,Vanity Beauty Lounge,Mon-Fri 11am-7pm,FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,25+,Sunset Nails,"Mon-Fri 10am-7pm, Sun 10am-6pm",FALSE
Waxing - Chest,,Chest,Waxing,Hair Removal,,30+,Sugarcoat,"Mon-Fri 10am-7:30pm, Sun 10am-7pm",FALSE
Waxing - Chin,,Chin,Waxing ,Hair Removal,,8,Boniva Nail Spa,"Tues-Sat 10am - 7pm, Sun 10am-6pm",FALSE
Waxing - Chin,,Chin,Waxing,Hair Removal,,10,Cascade Nail & Spa,"Mon-Fri 10am-7:30pm, Sat-Sun 10am-7pm ",FALSE
Waxing - Chin,,Chin,Waxing,Hair Removal,,12,Castro Nail Salon,Mon-Sun 10am-7pm,FALSE
Waxing - Chin,,Chin,Waxing,Hair Removal,,12+,City Famous Nail Spa,Mon-Sat 10am-7pm,FALSE
Women's Wax - Chin,,Chin,Waxing,Hair Removal,,12,Cocoon Urban Day Spa,"Tues-Fri 10am-8pm, Sat-Mon 10am-6pm",FALSE
Waxing - Chin,,Chin,Waxing,Hair Removal,,10,Diane Nails Care,"Mon-Fri 10:30am-8pm, Sat 10am-7:30pm, Sun 10am-7pm",FALSE
